Parcul_Național_din_Munții_Stâncoși Stâncoși
imobiliar ipotecar
masă rabatabilă
deținător dreptului
treia viteza_a_treia
Granville G._Stanley_Hall
asemănare similitudine
încredere încredere_în_sine
împinge împinge_de_la_spate
întrepunte în
jefui prăda
nume_propriu nume
export exportare
burete spongie
dispoziție_de_redobândire_a_bunurilor dispoziție
lotus_indian sacru
ocupație timp
de tehnică
firmă_cu_profit_zero firmă
mucarniță mucar
robot robot_de_bucătărie
geamantan valiză
chioșc pergolă
Asia Asociația
mitocan țopârlan
trădător vânzător
mâncat masa
presupoziție presupus
liliacee plantă
semnal semnal_sonor
efect_placebo placebo
crassipes zambilă
Golful Golful_Moreton
avea_gust simți
corn corn_de_ceață
ciclon taifun
imprimantă imprimantă_laser
John_Major Roy
lăsa_pe_mâna lăsa_în_mâinile
[se] adresa vorbi
[-și] arunca_ochii ochii
lămuri lumina
Tay-Sachs boala
Bondone Giotto
[se] da_în_spectacol [se] da
Allen_Tate John_Orley_Allen_Tate
Athanasius_cel_Mare Mare
americană a
deplasare luxare
obiect obiect_de_inventar
dental igienist
frunză simplă
James Mill
groaznic oribil
plin_de_satisfacții satisfacții
Simarouba_amara Simarouba
aprobarea_împrumutului creditului
Antilele de
dispreț respect
hipnotist hipnotizor
fregată rachete
cu cuc
Sterculiacee familia
citidină deoxicitidină
calomniator clevetitor
pungaș șarlatan
fază mare
greu profund
variabilă variabilă_predictor
leal necoruptibil
Tanacetum genul_Tanacetum
Mall Pall_Mall
trage_cu_urechea trage
de moară_de_vânt
14 radioactiv
[o] mierli da_colțul
atinge accede
Valentine's Ziua_Îndrăgostiților
etern la
cangrenă_gazoasă gangrenă
melodică melodie
capitală execuție
dispărea pleca
face_un_pas_în_față face
gheată_de_schi schi
la mănușii
|se| rectifica |se| corecta
Republica_Islanda Republica
electroni electronic
beșteli drăcui
herpes_genital herpes
vorbă_bătrânească zicală
calvar patimă
nisip sac_de_nisip
sorți tragere_la_sorți
Avena fatua
de fi_de_santinelă
bază_zece decimală
maniaco-depresivă psihoză
planificare_urbanistică urbanistică
an_bisect bisect
aborda ancora
haplea mâncău
Chuck Charles
față_de_pernă față
reflecta rumega
deformare strâmbare
partid_politic partid
apă robinet
impresie_senzorială senzație
bulină pilulă
Josephus Joseph
Ceroxylon_andicola alpinum
emoționat înduioșat
nordică țară_nordică
de registru_de_fum
circulație de
Benjamin Benjamin_Peirce
amăgitor înșelător
la_timp în_timp
aspru tratament_aspru
pătură_de_cal pătură
Socialiste URSS
de gând
unitate unitate_monetară_bulgară
ajunge pătrunde
[se] aduna [se] acumula
înaintea înaintea_erei_noastre
cu_prudență prudență
memorator memento
spicher_de_televiziune televiziune
bine trece
Plângerii Zidul
de termen
plan_vertical vertical
centură de
lume mulțime
profesionist șofer_profesionist
Department_of_Energy_Intelligence DOEL
[se] decide [se] hotărî
japonicus macrou
mare personalitate
jeluire tânguit
alcalin metal_alcalin
vapor_cu_zbaturi vapor_cu_abur
fund lemn
spirit_întreprinzător spirit
cu cu_abilitate
mai_presus_de_orice mai_presus_de_toate
face_public public
condiție_esențială sine_qua_non
mobile perpetuum_mobile
istorisire povestire
cursă_ciclistică cursă
caracter_țipător țipător
floarea suferinței
percepe prinde
cremă zahăr
afirmație spusă
de fierbere
bioxid_de_clor de
[se] da role
atac_amfibiu amfibiu
Columbia din
Selenicereus regina
evaporare vaporizare
considera găsi
mare stea
atinge impresiona
Cartea_Psalmilor Psalmilor
cioara_de_semănătură cioara
face obliga
corupe perverti
Bancroft Kenneth
culegător_de_spice spice
liniște_sufletească pace_sufletească
creație imaginare
câine jucărie
Hordeum orzul_șoarecilor
iernii miezul
circuit feedback
consiliu_de_miniștri miniștri
pachet vacanță
timp vreme_de_război
apela face
port port_de_ambarcații
reprobabil rușinos
boală_genetică maladie
întretăiere încrucișare
buretos poros
fi fi_bucuros
batjocori joc
respingere reacție
câmpului cinstea_câmpului
coasta_de_vest vest
covalentă legătură_covalentă
cupă cupă_de_excavator
Otto_I Otto_cel_Mare
întâia întâia_oară
Porto vin_de_Porto
credit personale
cod_civil cod
om uscat
considerație reverență
mamă-mare mamaie
prognoză_meteorologică vremea_probabilă
curvă femeie
Partidul Partidul_Libertății
National Technology
chocolat mousse_au_chocolat
Sahara deșertul_Sahara
minge_de_bowling minge
de sabie_de_cavalerie
ascuțit pătrunzător
cheie_minoră mod_minor
serviciu serviciu_pentru_îngrijirea_copilului
hârtie hârtie_de_împachetat
ajutoare ajutoare_de_vânzătoare
câine mare
secretar secretar_de_stat
provincie provincie_franceză
bazin petrolifer
sodă sodă_caustică
neștirbit nepătat
Ronald Reuel
mămiță mămulică
presiune pentru
Protea Protea_mellifera
[se] sforța [se] trudi
linie_de_plutire linie
Strâmtoarea Strâmtoarea_Messina
amigdală_faringiană amigdală
Sir_Bernanrd_Williams Williams
amnezică afazie_anomică
cerc rotund
marele_simpatic marele
de fascicul_de_ioni
hidroxid_de_magneziu hidroxid
inanimat neanimat
capitata cu
rasa_stăpânilor stăpânilor
trata_cu_superficialitate trata_superficial
apicultură stupărit
calmant lenitiv
nesimțit neperceptibil
Bobby Robert_Tyre_Jones
agent apei
James Jerome
Little_Bighorn Little
instiga provoca
barcă_de_pescuit de
dinar dinar_algerian
apel apel_local
superior tract_respirator_superior
Arenas Punta
Chilomeniscus genul_Chilomeniscus
lochului saula
Congresul Național
Bartolome_Esteban_Murillo Murillo
cameră_de_chat de
actual păcat
dinspre vest
felii tăia
decodaj decodificare
piramidă_nazală rădăcina_nasului
unitatea_monetară_afgană unitatea
pânză pânză_longitudinală
lua_urma lua
formație rupe
impresionat mișcat
program_de_desen_asistat_de_computer program
repetiție repetiție_generală
Oregon de
Departamentul_de_apărare_al_SUA Departamentul
liniștire potolire
caprei iarba_caprei
realizare succes
citării semnele_citării
cursă cursă_de_bărci
50_dolari dolari
decizie vesti_o_decizie
despărțitoare de
Conraua Goliath
cantitate_fixă precisă
Phaseolus_aureus radiata
masă_principală masă
prost tâmpit
John Ronald
atomic număr
Rhincodon Rhincodon_typus
de miere
aduce sine
Meniscium genul_Meniscium
bujor bujor_de_munte
[-i] veni cap
[se] pune [se] îmbiba
naturală sticlă
crimă omor
cumpărare preț
clorură_de_polivinil vinil
Xestobium_rufovillosum rufovillosum
Vladimir_Lenin Vladimir_Ilyich_Lenin
status status_quo
[se] împodobi [se] spilcui
sertralin zoloft
emoțională stimulare
epicurian gurmand
război_biologic război
Glen Taurus
bifida coloană
adăpost_pentru_câini câini
Martin Martin_Luther_King
abureală fanfaronadă
jurisconsult notar
constanta gazelor
reduce tempera
lascivitate mâncărime
lăsa_perplex în
zvârlet zvârlitură
de recenzie
Universitatea_Princeton Universitatea
pulover_cu_gât pulover
ceață gol
protuberanță protruzie
câine vagabond
Ovis aries
adresa adresa_greșit
rezerva ține
cei cel_mai
hot-jazz hot_jazz
banc_de_lucru lucru
bulb_olfactiv bulb
deșertul deșertul_Nubian
concesie compromis
Iscarioteanul Iscariotul
transpunere transcripție
de volum
Petru și
uimi ului
a infecție
calcinație calcinare
motor_pe_gaz pe
comunicare_animală limbaj_animal
cruzime cu
asistent_stomatolog stomatolog
bombă fragmentare
circulator sistemul
Joseph Joseph_Goebbels
retezat scurtat
corb_de_mare cormoran
cumpănit stăpânit
17 Septembrie
arnică tinctură
închipuit încrezut
Milton Milton_Snavely_Hershey
caporal căprar
cupă_de_dragă de
Sfântul Ziua
John_Luther_Jones John
clasa sacordina
binișor încetișor
patron_de_presă presă
box mănușă_de_box
genu_varum picior
buturugă butură
descreștere scădere
artificială hrănire_artificială
genul_Octopus genul
pilă_voltaică voltaică
realizator_de_filme realizator
Morton M.
departament_guvernamental_local guvernamental
Bombina_bombina Bombina
clocoti nări
codire codeală
cereale etilic
calcul riglă
analfabet carte
car_mortuar car_funerar
rachetă_de_croazieră rachetă
cameră_miniaturală cameră
valoare_aberantă valoare
aleatoare variabilă
baston_de_cauciuc de
coloană_de_susținere coloană
împietri înțepeni
sub vederea
de membru_al_comisiei_de_validare_a_alegerilor
think think_tank
slăbi stăpâni
număr număr_atomic_7
Johann Johann_Mendel
chemare de
forță_majoră inevitabil
furtună vijelie
condiție condiție_de_control
corp_negru corp
vapor vapor_cu_abur
romaniță roman
contura face
[se] ploconi fund
foc |se| aprinde
da provoca
inospitalier neprimitor
spațiu_pentru_depozitat spațiu
de_la_zero la
dada dadaism
cu lasoul
autoritate juriu
Vladimir_Ilich_Lenin Vladimir_Lenin
marginal minor
Bătălia_de_la_Muntele_Kennesaw de
Lotus genul
bani_scumpi scumpi
derâdere deriziune
extragere la
de mierlă_de_pârâu
îngrădire țarc
ulei_de_floarea-soarelui ulei
Arctostaphylos_uvaursi Arctostaphylos
neglija nesocoti
ameliora îmbunătăți
portocal_sălbatic portocal
de mumă
indolent puturos
Prunus_dulcis dulcis
indirect închis
da mesaj
Imperiul_Roman_de_Răsărit Imperiul_Bizantin
alterat denaturat
[-și] pune cămașă
Ev_Mediu Mediu
Telescopul telescop
da_fuga trage_o_fugă
frunza mangalul
[se] înapoia înapoi
câini vânătoare_cu_câini
persoană_cu_carte persoană
bilet carte_poștală
a_doua_natură doua
a difuziune_a_căldurii
anatomie_generală generală
aparte trăsătură
neuron neuron_eferent
dopuit mașină
procent semn_de_procent
Samuel Samuel_Beckett
grup operativ
entropie informațională
sac sac_vitelin
anestezie_regională regională
PLN prelucrarea_limbajului_natural
acoperitoare textilă
pasăre_albastră pasăre
scabrozitate vulgaritate
William William_Averell_Harriman
confirma proba
post zi_de_post
de la_jumătate_de_preț
După_Cristos era
baltică limbă
acetat_de_celuloză acetat
sos tomate
Alabama râul
a linie
bărbat_viril viril
cutie_craniană cutie
călători_în_jurul_lumii lumii
Crosby Lillis
frecvență_relativă relativă
Daucus_carota morcov
afacere afacere_necinstită
cu plăcintă_cu_răvașe
lua_șpagă șpagă
[se] bucura fi
bani spăla
locul pe_locul_doi
antiaerian adăpost
inundat potopit
Alba Iulia
parc_natural parc
Ciudad Mexico
de tragere_de_rachete
carte neștiutor
de tranzit
bate stâlci
piatră_de_râu piatră
Parus_atricapillus american
ocazie toaletă
ceasornic contrar_acelor_de_ceasornic
aparat_de_fotografiat_digital de
actor de
neriscant risc
hernie hernie_hiatală
din insulă
familie rudă
lucioasă revistă
Kanchenjunga Kanchanjanga
acționa judecată
la patru
energie_electrică electricitate
băgare luare-aminte
recompensa răsplăti
spăla tălpășița
deprimant demoralizator
poilu purloo
Rahmaninov Vasilievici
Wolfgang_Amadeus_Mozart Wolfgang
Herbert Herbert_Spencer
rocă rocă_bituminoasă
picătoare pipetă
solarizare solarizație
organ_de_reproducere sexual
limitare îngrădire
adenosină_trifosfat trifosfat
da_mat mat
plasa plasa_bani_în_fonduri_publice
Prințul_Edward Prințul
alergare_ușoară ușoară
Armata_Irlandeză_de_Eliberare_Națională Eliberare
ocazie prilej
yoghist yoghin
da da_bir_cu_fugiții
faptul faptul_mare
teoria_big-bang teoria
dirija orienta
electric electrică
ațos teios
culic_mare culic
drojdia pleava
Universitatea_din_Chicago din
ustensilă_de_bucătărie ustensilă
Stevia genul_Stevia
ridicarea_gunoaielor ridicarea_deșeurilor
bani plasa_bani_în_fonduri_publice
mobilă mobilier
sălbatic trandafir
de învățare
albastru metil
făină moară_de_făină
Allium Allium_cepa_aggregatum
zeitate zeu
SUA președintele
gălăgie larmă
cânta sunete
probabil poate
GMT Universal
pe spectacol
ține ține_o_cuvântare
pune salva
mâzgăleală mâzgălire
SUA Statele
excludere reciprocă
stupefiante trafic
lumina lămuri
operațiune operație
model_ritmic ritmic
muzică_polifonică muzică
rock rock_and_roll
greu stăpânit
votcă vodcă
diagnoză de
Calendula_officinalis Calendula
cușca_iepurilor iepurilor
amiral comandant
plin_de_remușcări plin
Salix viminalis
caraliu sticlete
pudră_de_baie pudră_de_toaletă
colaj montaj
în în_consecință
Albert_Francis_Charles_Augustus_Emmanuel Albert
|se| întrerupe înceta
extraordinar senzațional
târî trage
haină_de_ocazie toaletă
canotaj echipaj_de_canotaj
derâdere zeflemea
guverna hrăni
avea_scaun scaun
[se] prăpădi
postul post
calculator calculator_portabil
grabă zor
disc unitate
acid_lactic lactic
glanda_submandibulară glanda
[se] amesteca vorbă
lactoflavină vitamina
Congresul_S.U.A. Statelor
jinduire jind
cantilever grindă_încastrată
Comerț General
Calbraith Matthew
Roccella tinctoria
absolută prioritatea_numărul_1
act terorism
afecțiune boală_genetică
pierdere vinde_în_pierdere
îngreunat îngreuiat
fermă_de_porci fermă
limită_extremă ultim_grad
Burgas bătălia_de_la_Lule_Burgas
plimbare plimbare_pe_jos
olfactiv organ
focului matca_focului
grupare_separatistă grupare
Palmaceae Palmae
Populus_alba plop
pakistaneză rupie
treaptă viteză
alee stradă
XVI șaisprezece
da_naștere naștere
[se] acumula [se] înmagazina
pe_scurt prescurtat
Australian Marele
de sistem_de_management_al_bazelor_de_date
Filicales ordinul_Polypodiales
nedrept pe
decedat dispărut
lipsit lipsit_de_energie
George_Guess George
face_spume spumega
mănușă protecție
gardian_public gardian
din voleu
blues rhythm_and_blues
număr_irațional număr
Eugene Eugene_Gladstone_O'Neill
gură_de_vărsare ieșire
afecțiune_renală_cronică cronică
5 cinci
Regatul și
secretar_executiv secretar
cabinet cabinet_medical
echilibra pondera
coțcar potlogar
strănutare strănut
accelerare de
nervilor războiul_nervilor
alienație alienare
face face_gafă
fără veșnic
parte_opusă parte
Ribes nigrum
dracului naibii
institut politehnic
bunel mare
guvern_statal guvern
bârfeală clevetit
cu vapor
Arhipelagul_Aland Ahvenanmaa
acumula ciorap
infamiei stâlpul_infamiei
mâncare_semipreparată semipreparată
Saint St._Petersburg
favorit preferat
mecanism_de_declanșare mecanism
mireasă rochie_de_mireasă
vârf vârf_de_săgeată
insista persevera
hades matca
fertilizator_organic fertilizator
Beta_Centauri Beta
lua_în_considerare ține_cont_de
înalt în_înalt
intermediere mediație
de plan
cu purta_cu_ostentație
capacitate_de_absorbție de
atât_de_mult atât
borfaș găinar
momentul momentul_acela
Pavonia genul_Pavonia
ponosit uzat
faraonilor șarpele_faraonilor
profil vedere_din_profil
indecis șovăielnic
afecțiune_genetică boală
orzul_șoarecilor șoarecilor
familia familia_crucifere
genul genul_Salvia
pudră pudră_de_obraz
grup_revoluționar revoluționar
Britanie Marea_Britanie
bară_transversală stinghie
feudalism feudală
columbiu niobiu
jelire vaier
relație raport
distinge diferenția
urs_polar urs
disc_cu_numere disc
Sidney_Caesar Sidney
omorî timpul
coocurență sincronism
indolență lenevie
retrage reveni
Malcolm_X X
extinde întinde
[-și] uni_forțele colabora
Sir_Ronald_Ross Sir
lucrător_sezonier sezonier
da meni
diclorometan de
nume propriu
cabină_de_vot vot
actriță_principală actriță
dârdâit tremurătură
bancă bilet_de_bancă
răscula răzvrăti
Curcuma longa
cer exulta
plan_de_călătorie plan
plin_de_viață plin
tablă tablă_de_joc
Roman Împăratul_Sfântului_Imperiu_Roman
sistem zece
mohorât plumburiu
Whitney_Moore_Young_Jr. Whitney_Young
Marelui Valea_Marelui_Rift
fond fond_de_rezervă
[se] nărui [se] dărăpăna
da_în_foc în
locomotivă mecanic_de_locomotivă
Louis Prințul
spune se
deplasare interes
muzical organizație
Bangladesh Republica
păduche_de_corp păduche
plânsoare plângere
gudron lemn
privi plăcea
portiță posibilitate
pontif părinte
copil copil_de_școală
asasinat omucidere
alienat țicnit
furniza oferi
disonant discordant
unitate_monetară_siriană unitate
Palatul_Tuileries Tuileries
Iuda_Iscariotul Iuda
antrax cărbune_cutanat
total în_total
Lithospermum genul_Lithospermum
Malaezia Vest
Calidris_melanotos Calidris
electrolitic echilibru_electrolitic
douăzeci_și_unu și
[se] da_cu_henna cu
sanie_cu_vele sanie
P parcare
moarte păcat_capital
coloidală sol
punct punct_mort
șofer șofer_de_taxi
Boyne bătălia_de_la_Boyne
rezistență ține
portocal_sălbatic portocal_amar
Asistență Biroul_de_Asistență_Juridică
bancnotă_de_50_de_dolari dolari
limita îngrădi
secret spate
polițist polițist_de_circulație
bantă bentiță
canon durere
lingvistică lingvistică_computațională
sos sos_de_salată
Arthur Bertrand
măduva spinării
cu locomotivă_cu_abur
Huntington Roger_Sessions
clasică tip
catifea_reiată reiată
țara_Galilor țara
brâncă orbalț
tărăgănare tărăgăneală
doctor doctor_în_chirurgie_buco-maxilo-facială
ocol obor
al_optulea_simț al
Roger_Huntington_Sessions Roger_Sessions
chef fandoseală
usca_mecanic usca
viperă viperă_cu_corn
piper_Madagascar piper_nigrum
Hydrocharis_morsus-ranae morsus-ranae
hibă scădere
calma tempera
automat tonomat_bancar
lăsa_perplex încurcătură
poziție statut
dominație domnie
James Sidney_Webb
băga_de_seamă băga
de secție_de_poliție
Beta Centauri
Commodore Perry
armată oaste
linie subliniere
gândire raționare
balanță_de_plăți_externe externe
budincă_de_ciocolată de
răsuci rula
clar lămurit
|se| clătina |se| balansa
|se| stoarce |se| epuiza
Kurdistan din
compus_chelatic chelatic
lovi_la_cap la
oră time
copil drac_de_copil
cutie_de_carton cutie
Bascilor Patria
amfetamină benzedrină
Baleare Insulele_Baleare
lună_de_miere lună
producător teatru
Lacul_Onega Lacul
prognoză_meteorologică vremea
hobby pasiune
figură figură_tridimensională
de miniștri
Christopher_Marlowe Christopher
bisericesc cor_bisericesc
militară tactică
civilă libertate
corelație_pozitivă pozitivă
gură_de_vărsare loc_de_vărsare
anterioară adenohipofiză
frustrat ratat
revent rubarbă
catodică rază
interpreta vorbi
face face_prieteni
cerință nevoie
Isaac_Newton Newton
câmp_electric câmp
cameră_de_control de
carne termometru_de_carne
Alpha_Geminorum Alpha
merge_pe_role patina_pe_role
amprentă_vocală vocală
Secret al
lesbianism safism
dezagreabil nesuferit
os pește
[se] adresa viza
posesie posesie_de_acțiuni
ține ține_pe_mâncare_și_băutură
de_moarte de
de porumbel
Carlos_șacalul șacalul
|se| duce |se| difuza
gama globulină
dinte_veninos dinte
cioplit chip
de titlu_de_trezorerie
Republica Republica_Ciad
cu vorba
umple înfunda
alunga foc
chema mobiliza
inclus integrat
instituție instituție_corecțională
copil_de_școală copil
carbură_de_siliciu carbură
la_prima_mână la
caz exemplu
inhibitor protează
polizor roată_de_polizor
emigrație expatriere
Franz Liszt
dipsomanie potomanie
capilară venă_capilară
scuti învoi
angaja nedeterminată
cocteil_de_bordo de
cocârjat încovoiat
gălăgios turbulent
Britain Neu
artă_culinară culinară
vârstnic vârstă
lapte_degresat lapte
coacăz negru
capsă de
fontă turnătorie
chimic mecanism_chimic
Bluff Poplar_Bluff
desfășura desfășura_campanie
ac ac_de_gravat
ziua ziua_tuturor_sufletelor
exmatriculare eliminare
la lacul
Glis_glis Glis
prioritate_absolută prioritate
gradul văr
așa corect
adorat venerat
țară_de_obârșie țară_de_proveniență
18 XVIII
sos_de_roșii tomate
genul genul_Arctictis
contesta obiecta
cel_mai_bun_prieten prieten
ceașcă cană_de_ceai
an_solar solar
acid_oleic acid
fi_luat_de_val luat
falț ongleu
celular cauciuc_spongios
medicație terapeutică
sânge sânge_venos
Parcul_Național_Mammoth_Cave Parcul
cont_individual_de_pensii cont
cuțitului lama
galben salcâmul_galben
antivomitiv antiemetic
[se] ascunde [se] adăposti
satelit_de_comunicații satelit
sta sta_cu_mâinile_în_sân
cutie cutie_de_carton
ascuțită conică
pledare susținere
apelor continentală
genul genul_Dracaena
de mijloc_de_transport
creștere proastă_creștere
situația situația_de_încasări_și_plăți
îmbuibare îndopare
depăși_limitele depăși
aplauze repriză
de_preferat preferat
clasă_de_mijloc clasă
Chivotul_Legământului Chivotul
intraoculară presiune
lentilă optică
de fâșie
pune pune_în_umbră
birui cuceri
pe_nedrept pe
rată_de_sedimentare_a_eritrocitelor rată
batjocură bătaie_de_joc
aruncare_a_mănușii mănușii
de fund
[se] da [se] da_în_spectacol
anticipație avans
ciorap la
moleșire toropire
cupru pe
punct_de_vedere unghi
Galeocerdo cuvier
epopee epos
domestic dihor
de sitar
tur_de_orizont tur
alegerilor comisie_de_supraveghere_a_alegerilor
aurie zadă_aurie
zilnic zi
[se] întrista [se] mâhni
cu merge_cu_taxiul
pod pod_în_consolă
pas yard
boson_gauge gauge
Epistolă Prima_Epistolă_a_lui_Petru
de de_fapt
înalta înalta_societate
Barbra Streisand
soră soră_medicală
grăbit în_grabă
cu_pretenții cu
cotlet_de_oaie oaie
Gypsy_Rose_Lee Gypsy
spațiu_cosmic spațiu
zid zidărie
glandă glandă_sebacee
chinezească varză_chinezească_Pakchoi
asociație afiliere
mulțimilor teoria
Munții_San_Juan San
antiinflamator_nesteroidian antiinflamator
Leucanthemum_vulgare leucanthemum
monetară unitate_monetară_venezueliană
comerciant vânzător
fornăi pufni
erede moștenitor
ban_de_aramă de
deșeurilor ridicarea_gunoaielor
propoziție propoziție_restrictivă
studii studii_medii
specialist_în_științe_medicale științe
Frontul_Eliberării_Palestiniene Jabat_al-Tahrir_al-Filistiniyyah
El El_Misti
cu încălzire
face roditor
Clair Saint
sistem sistematică
Amandine Aurore
foșnet fâșâit
maimuțe_din_Lumea_Nouă platirine
Elie Wiesel
măreție monumentalitate
Eliot S.
cursă cursă_de_încălzire
monetară unitate_monetară_gambiană
broșată carte_broșată
B. E._B._White
dezgropare exhumare
primitivitate sălbăticie
atracție_magnetică magnetism
Peninsula Peninsula_Peloponez
Caesar Sid
echilibrare_a_roților echilibrare
lovitură la
algă algă_brună
bară bară_de_protecție
energie_mecanică energie
celulă_embrionară celulă
crab_regal crab
certificat_de_depozit depozit
boltă_plantară piciorului
receptor receptor_satelit
[se] mistui [se] asimila
bine în
de moară
băiat_de_zahăr de
dobândă dobândă_la_împrumut
gustului gust
alb sos
enervant supărător
șchiopătură șchiopătare
timp_de_pace timp
polenizare polenizație
caniculă nădușeală
cap_încoronat rege
ficat ficat_de_pui
patogenie patogeneză
drept prin
comentariu notă
federal guvern_federal
Emilia_flammea flammea
muscă_neagră neagră
colind colindat
pasaj_subteran subteran
regizor secund
fizic lucru
avea ieși
fi_de_conivență închide_ochii
nota prima-mână
arsură arsură_de_soare
Gunter_Wilhelm_Grass Grass
lovitură lovitură_de_stat
cu merge_cu_feribotul
neasemănat neîntrecut
călcat masă
duce promova
devastat jefuit
gliding hang
abuz abuz_de_alcool
ionizare ionizație
Procyon_lotor lotor
Glen_Gebhard Ilich
membru_al_echipajului_de_zbor membru
merge_cu_șareta merge_cu_careta
erudiție erudit
conținut_cognitiv obiect
iterativ repetitiv
oblic povârnit
Basc Pământul_Basc_și_Libertatea
John_Drew John
rețelei topologia
plată termen_de_plată
bancă_de_rezerve rezerve
motonavă motonavă_de_croazieră
anestezic_local local
impulsul sub
forță forță_gravitațională
Steven Weinberg
fibră fibră_musculară
Poliția Regală
Golful Golful_Akaba
plăcintă prăjitură
strigoi spirit
impresionant mișcător
de mașină_de_șlefuit
barieră_invizibilă invizibilă
taxă taxă_de_drum
suplimentar în_plus
Banks J._B._Rhine
lângă pe_lângă
acționa_în_instanță instanță
coborî da
tur turul
Todus genul_Todus
reabilita readapta
Brassica_perviridis perviridis
fir_de_păr păr
sine stăpânit
interludiu intermediu
vizieră vizor
cel_mai_departe cel_mai_îndepărtat
camera preda_camera
fast fast_food
Micromeria_douglasii Micromeria_chamissonis
nesocotință stupizenie
cruzime ferocitate
asupra lui
First_Lord_of_the_Treasury of
slăbi |se| diminua
Burrhus_Frederic_Skinner B.
bon_de_trezorerie bon
cătrăni smoli
Liberal Partidul_Liberal
Președintele Statelor
diagnostic_diferențial diagnostic
arsenic anhidridă
face inciza
fără rimă
mare încăpător
recalcitrant încăpățânat
Cacalia Emilia
răscoală rebeliune
cordeală călăreală
prigonire persecutare
de supapă_de_admisie
luare_în_râs în
aparat auditiv
demonstra pune
[se] declasa decădea
blană piele
Erasmus Gerhard_Gerhards
trap |se| grăbi
ad ad_hoc
istorică lingvistică_istorică
neastâmpărat neliniștit
italiană monetară
plin plin_de_respect
an_fiscal financiar
amor_propriu propriu
bună noapte_bună
bătălia_de_la_Granicus bătălia
lavaj_gastric stomacal
Richard_II Richard
bâzâială zumzăitură
pilozitate_pubiană păr_pubian
culpă vină
[se] dedica [se] concentra
St._Petersburg Saint
vârstnic în
concordanță coeficient
de procedură_parlamentară
în în_larg
ieși |se| aprinde
Americane O.S.A.
mototol molatic
aparat_de_ras ras
balanță_contabilă balanță
de floarea
de treapta_P
regulare sistematizare
câine_pitic jucărie
cei cel
femeiesc neamul
placă_de_circuit placă
analiză preț
guvern local
service service_auto
Ludwig_van_Beethoven Ludwig
balot sârmă
greșeală lapsus
parcaj parcare
de eroare_de_sintaxă
fărădelege nelegiuire
stat_în_mâini stând_pe_mâini
pod_suspendat suspendat
Pas Strâmtoarea_Calais
bun cu_bine
mârâi |se| îmbufna
cale ferată
ceas degete_hipocratice
flamingo pictorului
bostan dovleac
Booth Wilkes
pubiană pubian
Nymphicus papagalul_nimfă
[se] purta [se] purta_ca_un_nebun
melasă melasă_aurie
nădușeală năduf
Igor_Stravinsky Igor
față vânt_din_față
a înclinație_a_orbitei
repriză ropot_de_aplauze
de pui_de_somn
memento_mori mori
scai scaiete
vervă vioiciune
da_colțul pieri
perseverent stăruitor
fi parte
|se| închina |se| dedica
sălbatic sângeros
piure piure_de_mere
relaxant reconfortant
curte_regală curte
descreștere descreștere_exponențială
[se] da patina_pe_role
discordanță disonanță
corp_de_pompieri de
cap_de_bour cap
[-și] lua bilet
Robert_E._Lee Robert
indicator lumină
Procyon_lotor spălător
culme_a_nerăbdării culme
aer bule
bucată bunăciune
târgul_de_fete târgul
de protoxid_de_azot
cec_în_alb liberă
balonul întoarce_mingea
răsculare rebeliune
ursuleț ursuleț_spălător_comun
vest vest_nord-vest
deficit deficit_federal
cronologică vârstă_cronologică
Doctor Publică
Munții_Ozark Ozark
cu sens
coeficient coeficient_specific
pieri |se| prăpădi
patrulă patrulă_de_coastă
bioxid carbon
departament_de_resurse_umane personal
fixa_cu_bolduri prinde_în_bolduri
analiza investiga
cristal_de_stâncă cristal
C radioactiv
desfunda defrișa
[se] stăpâni [se] abține
agent agent_publicitar
plin resurse
Nicotiana_tabacum Nicotiana
Kuweit unitate_monetară_în_Kuweit
evaziune evaziune_fiscală
reprezentant_comercial vânzări
lagăr_de_refugiați lagăr_pentru_refugiați
excentricitate extravaganță
Stat Secretar_de_Stat
menstrual menstruație
sistem securitate
leneș trândav
Alpha Geminorum
stupefiat surprins
Francis Francis_Bacon
cantină_a_săracilor cantină
Naturală Zion
de lucrat_manual
horcăi sforăi
Asia_de_sudest Asia
policlorură polivinil
comerț_cu_sclavi cu
Kate Kathryn
familia iguanide
[se] înăcri [se] oțeti
aduna lua
colțul stinge
făină mălai
argăsire tanaj
batjocoritor ocărâtor
Pakchoi varză
Louis Leakey
în_altă_parte în
carbonat carbonat_de_calciu
piciorului încheietura_piciorului
bâjbâit orbecăit
omor omor_prin_imprudență
dojeni dăscăli
[se] gândi avea_în_vedere
de lichidare
scufiță tichie
pozitivist raționalist
refractar telescop
bloca închide
Munții_San_Juan Munții
dunga învârsta
cântăreți școală_de_cântăreți_bisericești
hormon_vegetal hormon
colcăi viermui
|se| liniști |se| calma
abandonare părăsire
[se] revărsa deborda
Bătălia Bătălia_de_la_Kerbala
băga trimite
petit taupe
pasăre pasăre_țesătoare
merge_înapoi înapoi
balerin baletist
depresiune_oceanică fosă_abisală
pe partea
da vadă
coprolit fecalom
arc vertebral
bit_per_inch per
porumbea scoroambă
echipă_a_morții echipă
călugăriță mireasa_lui_Dumnezeu
sibilic sibilin
tinerețe treizeci
alimentară companie_alimentară
conta cântări
fibră_de_in in
[se] încrede [se] bizui
[se] sustrage [se] eschiva
ici-colo ici_și_colo
bombă sinucigaș
Herbert Tree
